Transaction_id,Date,Supplier_Name,Category,Quantity,Tax,Selling_Price,Cost_Price,Profit,Discount
166,12-06-2022,H V,Dress Material,1,54.72,5500,3500,1945.28,0
166,12-06-2022,Vandana,Dress Material,1,79.1,7950,4250,3620.9,0
166,12-06-2022,Vandana,Dress Material,1,134.32,13500,6100,7265.68,300
166,12-06-2022,Savita's Design,Dress Material,1,104.48,10500,2290,8105.52,0
167,12-06-2022,Pehnava,Dress Material,1,21.9,2200,1350,828.1,1000
168,14-06-2022,Pehnava,Dress Material,1,9.96,1000,1095,-104.96,1250
169,21-06-2022,Vandana,Dress Material,1,104.48,10500,5295,5100.52,1000
169,21-06-2022,Pehnava,Dress Material,1,134.32,13500,7500,5865.68,1000
170,21-06-2022,TATA,Dress Material,1,84.58,8500,7500,915.42,4000
170,21-06-2022,Pehnava,Dress Material,1,59.7,6000,2595,3345.3,0
170,21-06-2022,Nazakat,Dress Material,1,64.68,6500,4250,2185.32,2250
171,21-06-2022,Pehnava,Dress Material,1,19.4,1950,850,1080.6,0
171,21-06-2022,Pehnava,Dress Material,1,24.88,2500,1250,1225.12,0
173,21-06-2022,Pehnava,Dress Material,1,54.72,5500,3350,2095.28,1350
173,21-06-2022,Pehnava,Dress Material,1,36.32,3650,1850,1763.68,0
173,21-06-2022,Pehnava,Dress Material,1,34.82,3500,1895,1570.18,150
173,21-06-2022,Pehnava,Dress Material,1,84.58,8500,5550,2865.42,3000
173,10-08-2022,Pehnava,Dress Material,2,129.36,13000,8790,4080.64,3000
175,23-06-2022,Savita's Design,Dress Material,1,94.52,9500,5500,3905.48,0
175,30-08-2022,ADA,Dress Material,2,427.86,43000,35000,7572.14,15500
176,23-06-2022,Vandana,Dress Material,1,104.48,10500,6500,3895.52,1250
177,23-06-2022,Vandana,Dress Material,1,32.34,3250,895,2322.66,0
177,23-06-2022,Pehnava,Dress Material,1,77.56,7795,4000,3717.44,0
178,25-06-2022,Pehnava,Dress Material,1,34.82,3500,2150,1315.18,1000
179,05-07-2022,Manmandir,Dress Material,3,60.2,6050,3450,2539.8,450
180,25-06-2022,Pehnava,Dress Material,1,36.32,3650,1695,1918.68,0
181,26-06-2022,Vandana,Dress Material,1,84.58,8500,4250,4165.42,0
181,26-06-2022,Pehnava,Dress Material,1,102,10250,5250,4898,0
181,26-06-2022,TATA,Dress Material,1,,0,6100,-19663.68,12200
181,13-08-2022,Vandana,Dress Material,2,154.24,15500,10500,4845.76,5500
182,04-07-2022,Vasansi,Saree,1,74.62,7500,3610,3815.38,1000
182,04-07-2022,Vasansi,Dress Material,1,74.62,7500,3750,3675.38,500
182,04-07-2022,Asopalav,Dress Material,1,74.62,7500,3750,3675.38,500
183,04-07-2022,Pehnava,Dress Material,1,15.92,1600,1495,89.08,1650
184,05-07-2022,Vasansi,Dress Material,1,31.84,3200,2350,818.16,2000
184,05-07-2022,TATA,Dress Material,1,74.62,7500,4250,3175.38,1000
184,05-07-2022,Pehnava,Dress Material,1,74.62,7500,3750,3675.38,500
185,05-07-2022,Pehnava,Dress Material,1,23.88,2400,995,1381.12,0
186,05-07-2022,Vandana,Dress Material,1,19.9,2000,1195,785.1,500
186,05-07-2022,Pehnava,Dress Material,1,20.9,2100,1525,554.1,1000
187,21-08-2022,Banarasi,Dress Material,5,366.16,36800,22500,13933.84,4000
188,10-07-2022,Asopalav,Saree,1,64.68,6500,2870,3565.32,0
189,10-07-2022,Pehnava,Dress Material,1,34.82,3500,1350,2115.18,0
190,10-07-2022,Savita's Design,Saree,1,14.92,1500,750,735.08,0
190,11-04-2023,Shyamlal,Dress Material,10,132.72,13335,8000,5202.28,650
192,10-07-2022,Vandana,Dress Material,1,34.82,3500,1793.17,1672.01,750
192,10-07-2022,Pehnava,Dress Material,1,74.62,7500,5750,1675.38,2900
193,10-07-2022,Vandana,Saree,1,64.68,6500,2330,4105.32,1000
193,10-07-2022,Asopalav,Dress Material,1,104.48,10500,7000,3395.52,3000
194,10-07-2022,Vandana,Dress Material,1,104.48,10500,8000,2395.52,5095
194,10-07-2022,Vandana,Dress Material,1,74.62,7500,4500,2925.38,1450
194,10-07-2022,Vandana,Dress Material,1,64.68,6500,4250,2185.32,2000
195,10-07-2022,Pehnava,Dress Material,1,27.86,2800,1695,1077.14,450
195,10-07-2022,Pehnava,Dress Material,1,27.86,2800,1895,877.14,850
195,10-07-2022,Pehnava,Dress Material,1,31.84,3200,1495,1673.16,0
195,10-07-2022,Pehnava,Dress Material,1,27.86,2800,2495,277.14,1700
196,10-07-2022,Pehnava,Dress Material,1,31.84,3200,2150,1018.16,1150
197,17-07-2022,Pehnava,Dress Material,1,0,5500,3000,2500,2000
198,17-07-2022,Vandana,Dress Material,1,124.38,12500,12500,-124.38,8000
199,21-08-2022,Shyamlal,Dress Material,2,26.38,2650,1600,1023.62,650
200,17-07-2022,Vandana,Dress Material,1,104.48,10500,7200,3195.52,3450
202,17-07-2022,Savita's Design,Dress Material,1,49.76,5000,4500,450.24,4500
203,17-07-2022,Vandana,Dress Material,1,174.12,17500,9000,8325.88,2000
203,17-07-2022,Vandana,Dress Material,1,84.58,8500,5100,3315.42,2000
205,17-07-2022,Vasansi,Dress Material,1,64.68,6500,3750,2685.32,1500
205,17-07-2022,Vasansi,Dress Material,1,64.68,6500,3750,2685.32,1500
206,17-07-2022,Pehnava,Dress Material,1,0,3500,4495,-995,6000
206,17-07-2022,Pehnava,Dress Material,1,17.92,1800,1195,587.08,700
207,18-07-2022,TATA,Dress Material,1,27.86,2800,1695,1077.14,450
207,18-07-2022,Pehnava,Dress Material,1,59.7,6000,4500,1440.3,2500
207,01-02-2023,Disha Enterprise,Dress Material,5,179.58,18050,8750,9120.42,1700
208,21-07-2022,Pehnava,Dress Material,1,44.78,4500,2147.8,2307.42,2350
208,21-07-2022,Pehnava,Dress Material,1,27.86,2800,1550,1222.14,450
209,21-07-2022,Vandana,Dress Material,1,104.48,10500,6000,4395.52,0
209,21-07-2022,TATA,Dress Material,1,23.88,2400,2645,-268.88,3100
209,21-07-2022,Shyamlal,Dress Material,1,54.72,5500,3750,1695.28,2350
209,23-07-2022,Disha Enterprise,Dress Material,2,33.08,3325,1700,1591.92,325
210,15-08-2022,Shyamlal,Dress Material,2,23.38,2350,1800,526.62,1000
211,23-07-2022,Pehnava,Dress Material,1,40.8,4100,1995,2064.2,0
211,23-07-2022,Pehnava,Dress Material,1,42.78,4300,2150,2107.22,0
211,23-07-2022,Pehnava,Dress Material,1,74.62,7500,4750,2675.38,3000
212,27-10-2022,H V,Dress Material,2,149.26,15000,8500,6350.74,2000
213,23-07-2022,Pehnava,Dress Material,1,74.62,7500,2495,4930.38,0
213,23-07-2022,Pehnava,Dress Material,1,74.62,7500,2750,4675.38,0
213,23-07-2022,Pehnava,Dress Material,1,94.52,9500,4395,5010.48,0
213,23-07-2022,Pehnava,Dress Material,1,74.62,7500,3150,4275.38,0
213,29-08-2022,H V,Dress Material,2,169.16,17000,8500,8330.84,0
214,30-07-2022,Vandana,Dress Material,1,14.92,1500,1650,-164.92,1950
214,30-07-2022,Pehnava,Dress Material,1,34.82,3500,2650,815.18,4000
214,30-07-2022,Pehnava,Dress Material,1,24.88,2500,2290,185.12,2099
215,30-07-2022,Pehnava,Dress Material,1,27.86,2800,2150,622.14,1700
216,30-07-2022,Pehnava,Dress Material,1,54.72,5500,2495,2950.28,2000
217,30-07-2022,Vandana,Dress Material,1,44.78,4500,5500,-1044.78,7000
217,30-07-2022,TATA,Dress Material,1,54.72,5500,8700,-3254.72,8200
218,30-07-2022,Pehnava,Dress Material,1,23.88,2400,995,1381.12,0
218,30-07-2022,Pehnava,Dress Material,1,17.92,1800,1495,287.08,1400
219,30-07-2022,TATA,Dress Material,1,44.78,4500,4500,-44.78,1000
219,28-12-2022,Disha Enterprise,Dress Material,3,104.46,10500,5250,5145.54,0
220,10-08-2022,Vandana,Dress Material,1,34.82,3500,1850,1615.18,150
220,10-08-2022,Pehnava,Dress Material,1,34.82,3500,1695,1770.18,999
221,10-08-2022,H V,Dress Material,1,64.68,6500,4100,2335.32,1000
221,10-08-2022,Vandana,Dress Material,1,27.86,2800,1650,1122.14,450
221,10-08-2022,Pehnava,Dress Material,1,59.7,6000,3500,2440.3,1250
221,10-08-2022,Neelam,Dress Material,1,54.72,5500,2750,2695.28,0
222,10-08-2022,Pehnava,Dress Material,1,19.9,2000,1495,485.1,1850
223,10-08-2022,Savita's Design,Dress Material,1,54.72,5500,2895,2550.28,0
223,10-08-2022,Savita's Design,Saree,1,94.52,9500,4390,5015.48,0
223,10-08-2022,Pehnava,Saree,1,84.58,8500,4500,3915.42,1000
223,04-09-2022,Savita's Design,Saree,3,238.82,24000,13800,9961.18,5000
224,10-08-2022,Vandana,Dress Material,1,34.82,3500,2095,1370.18,1000
224,10-08-2022,Vandana,Dress Material,1,15.92,1600,995,589.08,650
224,10-08-2022,Vandana,Dress Material,1,74.62,7500,6250,1175.38,5250
224,10-08-2022,TATA,Dress Material,1,79.6,8000,6000,1920.4,4500
224,10-08-2022,Pehnava,Dress Material,1,79.6,8000,7500,420.4,7500
224,10-08-2022,Pehnava,Dress Material,1,79.6,8000,7000,920.4,6500
224,13-08-2022,H V,Dress Material,2,104.48,10500,7250,3145.52,2750
225,10-08-2022,Pehnava,Dress Material,1,12.44,1250,850,387.56,700
225,10-08-2022,Pehnava,Dress Material,1,12.44,1250,995,242.56,1600
225,10-08-2022,Pehnava,Dress Material,1,12.44,1250,995,242.56,1000
225,13-10-2022,Savita's Design,Dress Material,8,109.96,11050,6000,4940.04,450
226,10-08-2022,Savita's Design,Saree,1,114.42,11500,8990,2395.58,3000
227,13-08-2022,Pehnava,Dress Material,1,29.86,3000,1650,1320.14,200
227,13-08-2022,Pehnava,Dress Material,1,37.82,3800,2295,1467.18,650
229,13-08-2022,Pehnava,Dress Material,1,64.68,6500,2750,3685.32,1000
230,13-08-2022,Pehnava,Dress Material,1,34.82,3500,1495,1970.18,0
230,13-08-2022,Pehnava,Dress Material,1,32.34,3250,1595,1622.66,0
231,13-08-2022,H V,Saree,1,34.82,3500,1990,1475.18,2000
231,13-08-2022,H V,Dress Material,1,44.78,4500,3750,705.22,2799
231,11-10-2022,Savita's Design,Dress Material,2,84.58,8500,6850,1565.42,2850
232,13-08-2022,Vandana,Dress Material,1,54.72,5500,4250,1195.28,3000
232,13-08-2022,Vandana,Dress Material,1,44.78,4500,2750,1705.22,3000
232,13-08-2022,Savita's Design,Saree,1,104.48,10500,7890,2505.52,3000
232,13-08-2022,Pehnava,Dress Material,1,34.82,3500,4500,-1034.82,5000
232,13-08-2022,Neelam,Dress Material,1,34.82,3500,2450,1015.18,1499
233,13-08-2022,Vandana,Dress Material,1,15.92,1600,995,589.08,750
233,13-08-2022,Savita's Design,Saree,1,54.72,5500,4390,1055.28,4000
233,13-08-2022,Pehnava,Dress Material,1,54.72,5500,3600,1845.28,1799
234,13-08-2022,Savita's Design,Saree,1,114.42,11500,6990,4395.58,0
235,13-08-2022,Vandana,Dress Material,1,24.88,2500,2695,-219.88,3000
235,06-10-2022,Disha Enterprise,Dress Material,3,94.52,9500,5250,4155.48,1000
236,15-08-2022,Vandana,Dress Material,1,114.42,11500,6000,5385.58,1000
238,15-08-2022,Shyamlal,Dress Material,1,11.94,1200,600,588.06,400
239,15-08-2022,Pehnava,Dress Material,1,54.72,5500,3495,1950.28,4000
240,01-09-2022,H V,Dress Material,2,109.46,11000,9000,1890.54,2850
241,21-08-2022,H V,Dress Material,1,89.56,9000,6500,2410.44,2500
241,21-08-2022,Shah Brothers,Dress Material,1,64.68,6500,2395,4040.32,0
241,21-08-2022,Akhlaque Ansari,Dress Material,2,189.04,19000,9350,9460.96,0
241,29-08-2022,Savita's Design,Dress Material,2,169.16,17000,6150,10680.84,0
242,21-08-2022,Akhlaque Ansari,Saree,1,154.22,15500,7500,7845.78,0
242,21-08-2022,Akhlaque Ansari,Saree,2,268.66,27000,15000,11731.34,1000
242,21-08-2022,Akhlaque Ansari,Saree,1,114.42,11500,6500,4885.58,1000
242,21-08-2022,Akhlaque Ansari,Saree,1,74.62,7500,3900,3525.38,300
242,21-08-2022,Akhlaque Ansari,Saree,1,112.94,11350,6700,4537.06,1000
242,30-08-2022,Matin Haji,Saree,2,288.56,29000,17600,11111.44,4000
242,30-08-2022,Savita's Design,Dress Material,2,86.58,8700,5000,3613.42,8700
242,19-09-2022,Shah Brothers,Dress Material,2,159.2,16000,8500,7340.8,1000
243,21-08-2022,Pehnava,Dress Material,1,27.86,2800,1395,1377.14,650
243,03-12-2022,Akhlaque Ansari,Dress Material,4,300,30150,16400,13450,1100
244,21-08-2022,Vandana,Dress Material,1,164.18,16500,15500,835.82,6000
244,21-08-2022,Shah Brothers,Dress Material,1,218.9,22000,14000,7781.1,6000
244,21-08-2022,Vandana,Dress Material,2,199,20000,9000,10801,1000
245,21-08-2022,TATA,Dress Material,1,44.78,4500,2250,2205.22,0
245,21-08-2022,Savita's Design,Dress Material,1,54.72,5500,4500,945.28,3000
245,21-08-2022,Savita's Design,Dress Material,1,104.48,10500,5250,5145.52,0
245,21-08-2022,Pehnava,Dupatta,1,164.18,16500,9000,7335.82,1000
245,21-08-2022,Vandana,Dress Material,1,54.72,5500,4100,1345.28,2750
245,22-08-2022,Vandana,Dress Material,2,288.56,29000,15600,13111.44,2000
245,13-11-2022,Matin Haji,Dress Material,2,203.98,20500,13500,6796.02,2500
247,21-08-2022,Pehnava,Dress Material,1,32.34,3250,1350,1867.66,0
248,22-08-2022,Shah Brothers,Saree,1,124.38,12500,7000,5375.62,1500
248,22-08-2022,Akhlaque Ansari,Dress Material,1,54.72,5500,2575,2870.28,0
250,03-09-2022,Akhlaque Ansari,Dress Material,3,164.18,16500,8625,7710.82,2000
251,27-08-2022,Vandana,Dress Material,1,54.72,5500,1895,3550.28,0
251,30-08-2022,Pehnava,Dress Material,3,407.96,41000,31500,9092.04,7000
251,13-09-2022,Pehnava,Dress Material,2,93.04,9350,5790,3466.96,350
253,30-08-2022,Pehnava,Dress Material,3,65.68,6600,4050,2484.32,650
255,29-08-2022,Shah Brothers,Dress Material,1,27.86,2800,1450,1322.14,700
255,29-08-2022,Shah Brothers,Dress Material,1,49.76,5000,3075,1875.24,2200
255,10-10-2022,Pehnava,Dress Material,4,122.88,12350,6300,5927.12,900
256,29-08-2022,Shah Brothers,Dress Material,1,29.86,3000,1595,1375.14,500
256,29-08-2022,Pehnava,Dress Material,1,74.62,7500,2495,4930.38,1000
256,29-08-2022,Shah Brothers,Dress Material,1,44.78,4500,1600,2855.22,0
256,26-10-2022,Pehnava,Dress Material,2,124.38,12500,4750,7625.62,500
257,29-08-2022,Vandana,Dress Material,1,39.8,4000,2650,1310.2,850
257,29-08-2022,Pehnava,Dress Material,1,59.7,6000,2995,2945.3,850
257,29-08-2022,Pehnava,Dress Material,1,74.62,7500,5900,1525.38,4000
258,29-08-2022,Vandana,Dress Material,1,84.58,8500,4575,3840.42,0
258,29-08-2022,Akhlaque Ansari,Dress Material,1,74.62,7500,3875,3550.38,0
258,29-08-2022,Shah Brothers,Dress Material,1,114.42,11500,5500,5885.58,0
260,30-08-2022,Savita's Design,Dress Material,1,69.66,7000,5500,1430.34,2500
260,30-08-2022,Neelam,Dress Material,1,99.5,10000,7500,2400.5,4250
260,06-10-2022,Vandana,Dress Material,2,164.18,16500,9500,6835.82,2500
263,30-08-2022,Pehnava,Dress Material,1,11.94,1200,850,338.06,650
263,30-08-2022,Pehnava,Dress Material,1,24.88,2500,2250,225.12,2350
264,30-08-2022,TATA,Dress Material,1,50.74,5100,6500,-1450.74,5400
265,30-08-2022,Pehnava,Dress Material,1,39.8,4000,2150,1810.2,1250
266,30-08-2022,Pehnava,Dress Material,1,44.78,4500,2250,2205.22,650
267,30-08-2022,Matin Haji,Saree,1,164.18,16500,9500,6835.82,2000
267,30-08-2022,Akhlaque Ansari,Ghagra,1,94.52,9500,5500,3905.48,3000
267,30-08-2022,Akhlaque Ansari,Saree,1,164.18,16500,9500,6835.82,2000
267,19-03-2023,Akhlaque Ansari,Saree,2,136.82,13750,11000,2613.18,2000
268,30-08-2022,Pehnava,Dress Material,1,34.82,3500,1595,1870.18,350
269,30-08-2022,TATA,Dress Material,1,27.36,2750,2750,-27.36,2750
269,30-08-2022,TATA,Dress Material,1,47.26,4750,4500,202.74,4750
269,30-08-2022,Shah Brothers,Dress Material,1,62.18,6250,7000,-812.18,6250
269,06-09-2022,Vandana,Dress Material,3,87.56,8800,6225,2487.44,90
270,31-08-2022,Vandana,Dress Material,1,79.6,8000,7700,220.4,6500
270,31-08-2022,Vandana,Dress Material,1,129.36,13000,10500,2370.64,6500
271,31-08-2022,Pehnava,Dress Material,1,19.9,2000,1660,320.1,1850
273,01-09-2022,TATA,Dress Material,1,49.76,5000,4000,950.24,2500
275,03-09-2022,Disha Enterprise,Dress Material,1,34.32,3450,1395,2020.68,0
275,03-09-2022,TATA,Dress Material,1,38.3,3850,1595,2216.7,0
275,03-09-2022,Savita's Design,Dress Material,1,32.34,3250,1650,1567.66,0
275,03-09-2022,Pehnava,Dress Material,1,28.36,2850,1295,1526.64,0
275,03-09-2022,Pehnava,Dress Material,1,18.4,1850,995,836.6,0
275,03-09-2022,Pehnava,Dress Material,1,28.36,2850,1250,1571.64,0
275,03-09-2022,Pehnava,Dress Material,1,48.26,4850,2250,2551.74,0
275,03-09-2022,Pehnava,Dress Material,1,74.62,7500,3500,3925.38,0
275,03-09-2022,Shah Brothers,Dress Material,1,48.26,4850,2450,2351.74,0
275,06-02-2023,Pehnava,Dress Material,2,189.04,19000,9150,9660.96,0
275,12-06-2023,Pehnava,Dress Material,2,185.32,18625,9000,9439.68,6208.333333
276,03-09-2022,Vandana,Dress Material,1,94.52,9500,5775,3630.48,0
276,03-09-2022,Pehnava,Dress Material,1,213.94,21500,10750,10536.06,0
277,03-09-2022,Poshakh,Dress Material,1,39.8,4000,2750,1210.2,1500
278,03-09-2022,Pehnava,Dress Material,1,52.24,5250,2895,2302.76,0
280,04-09-2022,Pehnava,Dress Material,1,24.88,2500,1750,725.12,1350
281,04-09-2022,Vandana,Dress Material,1,31.84,3200,1650,1518.16,50
281,04-09-2022,Pehnava,Dress Material,1,94.52,9500,5500,3905.48,1000
282,04-09-2022,Pehnava,Dress Material,1,29.86,3000,1395,1575.14,500
282,04-09-2022,Pehnava,Dress Material,1,29.86,3000,1350,1620.14,250
283,06-09-2022,Pehnava,Dress Material,1,54.72,5500,2150,3295.28,1000
283,14-09-2022,Vandana,Dress Material,2,149.26,15000,8500,6350.74,2000
287,10-09-2022,Savita's Design,Dress Material,1,28.36,2850,1295,1526.64,0
287,10-09-2022,Savita's Design,Dress Material,1,79.6,8000,7500,420.4,2500
287,03-12-2022,Pehnava,DUPATTA,2,179.12,18000,12000,5820.88,3000
288,10-09-2022,Vandana,Dress Material,1,19.9,2000,1395,585.1,1250
288,10-09-2022,Pehnava,Dress Material,1,72.62,7299,3600,3626.38,0
289,13-09-2022,Savita's Design,Dress Material,1,54.72,5500,2800,2645.28,0
289,13-09-2022,Savita's Design,Dress Material,1,0,3250,1450,1800,0
289,13-09-2022,Pehnava,Dress Material,1,44.78,4500,2395,2060.22,0
289,13-09-2022,Pehnava,Dress Material,1,43.28,4350,1950,2356.72,0
289,13-09-2022,Pehnava,Dress Material,1,74.62,7500,2995,4430.38,0
289,13-09-2022,Pehnava,Dress Material,1,94.52,9500,5500,3905.48,0
289,13-09-2022,Akhlaque Ansari,Dress Material,1,84.58,8500,6000,2415.42,0
290,13-09-2022,Savita's Design,Dress Material,1,54.72,5500,2650,2795.28,0
290,13-09-2022,Pehnava,Dress Material,1,24.38,2450,995,1430.62,0
290,13-09-2022,Pehnava,Dress Material,1,36.32,3650,1450,2163.68,0
290,13-09-2022,Pehnava,Dress Material,1,36.32,3650,1850,1763.68,0
290,13-09-2022,Pehnava,Dress Material,1,64.68,6500,4000,2435.32,0
291,13-09-2022,Pehnava,Dress Material,1,13.94,1400,1125,261.06,1850
291,13-09-2022,Pehnava,Dress Material,1,21.4,2150,950,1178.6,0
292,13-09-2022,Pehnava,Dress Material,1,39.3,3950,1995,1915.7,0
293,10-12-2022,Matin Haji,Saree,2,211.94,21300,15400,5688.06,3000
294,13-09-2022,Vandana,Dress Material,1,104.48,10500,6750,3645.52,3000
295,14-09-2022,TATA,Dress Material,1,69.66,7000,3500,3430.34,0
296,14-09-2022,Disha Enterprise,Dress Material,1,48.26,4850,2450,2351.74,0
297,17-09-2022,Vasansi,Dress Material,1,79.6,8000,3750,4170.4,0
297,17-09-2022,Vasansi,Dress Material,1,79.6,8000,3750,4170.4,0
298,17-09-2022,TATA,Dress Material,1,94.52,9500,4200,5205.48,0
299,19-09-2022,Pehnava,Dress Material,1,47.76,4800,2250,2502.24,0
299,22-10-2022,TATA,Dress Material,3,174.12,17500,12000,5325.88,3000
299,29-10-2022,H V,Dress Material,3,174.12,17500,12000,5325.88,3000
300,19-09-2022,Vandana,Dress Material,1,94.52,9500,3995,5410.48,0
300,19-09-2022,Vandana,Dress Material,1,74.62,7500,3500,3925.38,0
300,19-09-2022,Pehnava,Dress Material,1,124.38,12500,6500,5875.62,0
300,19-09-2022,TATA,Dress Material,1,86.06,8650,4300,4263.94,0
300,19-09-2022,Akhlaque Ansari,Dress Material,1,94.52,9500,4750,4655.48,0
300,13-11-2022,TATA,Dress Material,3,213.94,21500,13500,7786.06,4000
300,10-12-2022,Vandana,Saree,2,152.24,15300,7200,7947.76,3825
301,16-10-2022,Meera,Dress Material,15,255.26,25650,12000,13394.74,1150
302,19-09-2022,Vandana,Dress Material,1,44.78,4500,2095,2360.22,0
302,19-09-2022,Pehnava,Dress Material,1,84.58,8500,8000,415.42,5000
303,19-09-2022,Pehnava,Dress Material,1,54.72,5500,2395,3050.28,1000
304,06-10-2022,TATA,Dress Material,2,114.44,11500,9000,2385.56,4000
305,22-09-2022,Pehnava,Dress Material,1,27.86,2800,1095,1677.14,0
305,22-09-2022,Pehnava,Dress Material,1,54.72,5500,2895,2550.28,0
305,22-09-2022,Pehnava,Dress Material,1,54.72,5500,2150,3295.28,0
305,22-09-2022,Pehnava,Dress Material,1,44.78,4500,1995,2460.22,0
305,22-09-2022,Pehnava,Dress Material,1,44.78,4500,1750,2705.22,0
306,22-09-2022,TATA,Dress Material,1,27.86,2800,1150,1622.14,0
306,22-09-2022,TATA,Dress Material,1,27.86,2800,995,1777.14,0
306,22-09-2022,TATA,Dress Material,1,114.42,11500,8500,2885.58,5000
306,22-09-2022,Pehnava,Dress Material,1,64.68,6500,4500,1935.32,1000
306,22-09-2022,Pehnava,Dress Material,1,64.68,6500,4500,1935.32,1000
306,18-03-2023,Vandana,Dress Material,4,271.12,27250,14000,12978.88,2000
307,19-03-2023,Savita's Design,Saree,6,268.66,27000,21000,5731.34,1500
308,22-09-2022,Pehnava,Dress Material,1,37.82,3800,2250,1512.18,700
308,22-09-2022,Pehnava,Dress Material,1,27.86,2800,1095,1677.14,50
308,22-09-2022,Pehnava,Dress Material,1,34.82,3500,1495,1970.18,100
309,22-09-2022,Pehnava,Dress Material,1,74.62,7500,2495,4930.38,1000
309,22-09-2022,Pehnava,Dress Material,1,54.72,5500,1950,3495.28,1000
309,22-09-2022,Pehnava,Dress Material,1,49.76,5000,2895,2055.24,500
309,20-10-2022,Savita's Design,Dress Material,2,238.8,24000,19500,4261.2,9000
309,05-03-2023,Vandana,Dress Material,2,278.6,28000,28000,-278.6,5500
310,22-09-2022,TATA,Dress Material,1,29.86,3000,1595,1375.14,1499
310,13-03-2023,Vandana,Dress Material,2,118.16,11875,7000,4756.84,2000
311,22-09-2022,TATA,Dress Material,1,44.78,4500,2500,1955.22,0
311,22-09-2022,Shyamlal,Dress Material,1,64.68,6500,4500,1935.32,1000
312,29-09-2022,Pehnava,Dress Material,1,68.16,6850,2650,4131.84,0
314,29-09-2022,Savita's Design,Dress Material,1,31.84,3200,1250,1918.16,0
314,13-10-2022,Pehnava,Dress Material,3,537.34,54000,25500,27962.66,4500
314,26-02-2023,Pehnava,Dress Material,2,64.68,6500,5900,535.32,2450
316,06-10-2022,Pehnava,Dress Material,1,28.36,2850,1095,1726.64,0
317,06-10-2022,Vandana,Dress Material,1,94.52,9500,5800,3605.48,0
317,06-10-2022,Vandana,Dress Material,1,174.12,17500,9000,8325.88,0
317,10-10-2022,Vandana,Dress Material,2,169.16,17000,7000,9830.84,0
318,06-10-2022,Pehnava,Dress Material,1,14.92,1500,1350,135.08,1850
318,06-10-2022,Pehnava,Dress Material,1,14.92,1500,895,590.08,450
318,06-10-2022,Pehnava,Dress Material,1,44.78,4500,2750,1705.22,1300
318,06-10-2022,Pehnava,Dress Material,1,34.82,3500,1495,1970.18,450
319,06-10-2022,Vandana,Dress Material,1,95.52,9600,4600,4904.48,0
319,06-10-2022,Vandana,Dress Material,1,134.32,13500,5900,7465.68,0
320,06-10-2022,Vandana,Dress Material,1,74.62,7500,4500,2925.38,2000
321,06-10-2022,Vandana,Dress Material,1,64.68,6500,3000,3435.32,350
321,06-10-2022,Vandana,Dress Material,1,84.58,8500,9500,-1084.58,6000
322,06-10-2022,Vandana,Dress Material,1,84.58,8500,2750,5665.42,0
322,06-10-2022,Pehnava,Dress Material,1,164.18,16500,9500,6835.82,0
323,06-10-2022,Vandana,Dress Material,1,64.68,6500,2695,3740.32,0
323,06-10-2022,TATA,Dress Material,1,54.72,5500,3500,1945.28,0
323,06-10-2022,Savita's Design,Dress Material,1,154.22,15500,8500,6845.78,0
323,06-10-2022,Pehnava,Dress Material,1,114.42,11500,5500,5885.58,0
324,06-10-2022,Pehnava,Dress Material,1,39.8,4000,2395,1565.2,1500
325,06-10-2022,Pehnava,Dress Material,1,36.82,3700,1795,1868.18,1150
326,06-10-2022,Shah Brothers,Dress Material,1,59.7,6000,3150,2790.3,1500
326,06-10-2022,Savita's Design,Dress Material,1,14.92,1500,950,535.08,450
326,06-10-2022,Pehnava,Dress Material,1,39.8,4000,1750,2210.2,1500
326,06-10-2022,Pehnava,Dress Material,1,154.22,15500,14500,845.78,5000
326,06-10-2022,Pehnava,Dress Material,1,84.58,8500,5075,3340.42,2000
327,10-10-2022,Pehnava,Palazzo,1,54.72,5500,3000,2445.28,0
327,10-10-2022,Nazakat,Dress Material,1,72.14,7250,3594,3583.86,0
327,10-10-2022,ADA,Dress Material,1,31.34,3150,1271,1847.66,0
327,03-12-2022,Pehnava,Dress Material,2,471.64,47400,29000,17928.36,3000
328,10-10-2022,H V,Dress Material,1,79.6,8000,9000,-1079.6,5500
329,10-10-2022,H V,Dress Material,1,19.4,1950,995,935.6,0
329,10-10-2022,Pehnava,Dress Material,1,99.5,10000,9500,400.5,3500
330,10-10-2022,Savita's Design,Dress Material,1,33.58,3375,1550,1791.42,1125
330,10-10-2022,Pehnava,Dress Material,1,123.14,12375,9500,2751.86,4125
331,10-10-2022,Pehnava,Dress Material,1,24.88,2500,1150,1325.12,600
331,10-10-2022,Pehnava,Dress Material,1,49.76,5000,2395,2555.24,1500
331,10-10-2022,Pehnava,Dress Material,1,64.68,6500,3140,3295.32,0
332,10-10-2022,Savita's Design,Dress Material,1,24.88,2500,1550,925.12,1350
332,10-10-2022,Pehnava,Dress Material,1,38.3,3850,1595,2216.7,0
332,10-10-2022,Pehnava,Saree,1,54.72,5499,4500,944.28,4000
333,10-10-2022,Pehnava,Dress Material,1,44.78,4500,2395,2060.22,2000
333,10-10-2022,Pehnava,Dress Material,1,54.72,5500,1595,3850.28,2350
334,10-10-2022,Pehnava,Dress Material,1,54.72,5500,2895,2550.28,1000
334,10-10-2022,Pehnava,Dress Material,1,24.88,2500,1095,1380.12,350
